"Other State Offenders Supervised in Mississippi",""
"Jul
Aug
Sept
Oct
Nov
Dec
Jan
Feb","Mar
Apr
May
Jun
Avg."
"446
451
456
443
467
469
471
486
Parolees","486
498
498
752
494"
"1,233
1,230
1,217
1,207
1,237
1,223
1,258
1,293
Probationers","1,290
1,315
1,307
2,286
1,341"
"Total
1,679
1,681
1,673
1,650
1,704
1,692
1,729
1,779","1,776
1,813
1,805
3,038
1,835"
