"Mississippi Offenders Supervised in Other States",""
"Jul
Aug
Sept
Oct
Nov
Dec
Jan
Feb","Mar
Apr
May
Jun
Avg."
"293
293
289
287
286
289
286
283
Parolees","285
274
278
268
284"
"999
1,021
1,027
1,029
1,028
1,040
1,029
1,018
Probationers","1,022
1,027
1,031
1,030
1,025"
"Total
1,292
1,314
1,316
1,316
1,314
1,329
1,315
1,301","1,307
1,301
1,309
1,298
1,309"
