status,count,percent_of_total
probation,18384,83.15%
probation_total,18384,83.15%
parole,1910,8.64%
parole_total,1910,8.64%
ISP_court,283,1.28%
ISP_prison,276,1.25%
earned_release_supervision,1256,5.68%
medical_release,0,0.00%
community_inmate_total,1815,8.21%
total,22109,100.00%
