"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Aggravated Assault","","13.31",""
"Burglary","","8.49",""
"Homicide","","49.51",""
"Manslaughter","","22.16",""
"Property","","5.12",""
"Possession of Drugs","","8.05",""
"Robbery","","16.90",""
"Sale of Drugs","","12.13",""
"Sex Offense","","18.68",""
"Violent","","15.12",""
