"MALE","BLACK","","WHITE   HISPANIC  OTHER  UNKNOWN","","","TOTAL"
"Min. Community","2,115","1,187","9","7","2","3,320"
"Min. Non-Community","2,104","1,352","13","4","0","3,473"
"Medium","7,275","3,355","106","29","2","10,767"
"Close","2,788","605","21","6","0","3,420"
"Death Row","29","18","0","1","0","48"
"*Unclassified","1,102","822","18","10","1","1,953"
"TOTAL 
PERCENT","15,413 
67.07","7,339 
31.94","167 
.73","57 
.25","5 
.02","22,981 
100.00"
