"SWINE OPERATION",""
"Litters Weaned","909"
"Average Litter","8.22"
"Number Weaned","7,474"
"Number Feeder hogs marketed","6,423"
"Feeder hogs marketed","$ 818,606.00"
"Cull Sows Processed",""
"Finishers Processed","1,304"
"Processed Weight of Cull Sows & Finishers","113,140"
"Non-Cash Value","$ 94,454.83"
"Raised Gilts into Breeding Herd","240"
"Current inventory for breeding, farrowing,
fininshing and nursery","3,944"
