County,Facility_Identifier,Population,Scrape_Date,State,Change
Hinds,MS_Hinds,371,2020-05-08,MS,
Hinds,MS_Hinds,371,2020-05-09,MS,0.0
Hinds,MS_Hinds,378,2020-05-10,MS,0.018867924528301886
Hinds,MS_Hinds,383,2020-05-11,MS,0.013227513227513256
Hinds,MS_Hinds,377,2020-05-12,MS,-0.015665796344647487
Hinds,MS_Hinds,385,2020-05-13,MS,0.02122015915119357
Hinds,MS_Hinds,382,2020-05-14,MS,-0.007792207792207796
Hinds,MS_Hinds,383,2020-05-15,MS,0.002617801047120505
Hinds,MS_Hinds,380,2020-05-16,MS,-0.007832898172323799
Hinds,MS_Hinds,396,2020-05-17,MS,0.04210526315789465
Hinds,MS_Hinds,399,2020-05-18,MS,0.007575757575757569
Hinds,MS_Hinds,385,2020-05-19,MS,-0.03508771929824561
Hinds,MS_Hinds,378,2020-05-20,MS,-0.018181818181818188
Hinds,MS_Hinds,381,2020-05-21,MS,0.007936507936507908
Hinds,MS_Hinds,384,2020-05-22,MS,0.007874015748031482
Hinds,MS_Hinds,387,2020-05-23,MS,0.0078125
Hinds,MS_Hinds,389,2020-05-24,MS,0.005167958656330685
Hinds,MS_Hinds,391,2020-05-25,MS,0.00514138817480725
Hinds,MS_Hinds,399,2020-05-26,MS,0.02046035805626589
Hinds,MS_Hinds,390,2020-05-27,MS,-0.022556390977443663
Hinds,MS_Hinds,389,2020-05-28,MS,-0.002564102564102555
Hinds,MS_Hinds,387,2020-05-29,MS,-0.00514138817480725
Hinds,MS_Hinds,378,2020-05-30,MS,-0.023255813953488413
Hinds,MS_Hinds,378,2020-05-31,MS,0.0
Hinds,MS_Hinds,384,2020-06-01,MS,0.015873015873015817
Hinds,MS_Hinds,375,2020-06-02,MS,-0.0234375
Hinds,MS_Hinds,376,2020-06-03,MS,0.002666666666666595
Hinds,MS_Hinds,371,2020-06-04,MS,-0.013297872340425563
Hinds,MS_Hinds,378,2020-06-05,MS,0.018867924528301886
Hinds,MS_Hinds,380,2020-06-06,MS,0.005291005291005346
Hinds,MS_Hinds,386,2020-06-07,MS,0.015789473684210575
Hinds,MS_Hinds,392,2020-06-08,MS,0.015544041450777256
Hinds,MS_Hinds,383,2020-06-09,MS,-0.022959183673469385
Hinds,MS_Hinds,383,2020-06-10,MS,0.0
Hinds,MS_Hinds,386,2020-06-11,MS,0.007832898172323688
Hinds,MS_Hinds,382,2020-06-12,MS,-0.010362694300518172
Hinds,MS_Hinds,382,2020-06-13,MS,0.0
Hinds,MS_Hinds,379,2020-06-14,MS,-0.007853403141361294
