County,Facility_Identifier,Population,Scrape_Date,State,Change
Adams,MS_Adams,81,2020-01-21,MS,
Adams,MS_Adams,86,2020-01-22,MS,0.06172839506172845
Adams,MS_Adams,87,2020-01-23,MS,0.011627906976744208
Adams,MS_Adams,85,2020-01-24,MS,-0.02298850574712641
Adams,MS_Adams,84,2020-01-25,MS,-0.0117647058823529
Adams,MS_Adams,86,2020-01-26,MS,0.023809523809523725
Adams,MS_Adams,88,2020-01-27,MS,0.023255813953488413
Adams,MS_Adams,88,2020-01-28,MS,0.0
Adams,MS_Adams,88,2020-01-29,MS,0.0
Adams,MS_Adams,89,2020-01-30,MS,0.011363636363636465
Adams,MS_Adams,79,2020-01-31,MS,-0.1123595505617978
Adams,MS_Adams,75,2020-02-01,MS,-0.05063291139240511
Adams,MS_Adams,71,2020-02-02,MS,-0.053333333333333344
Adams,MS_Adams,72,2020-02-03,MS,0.014084507042253502
Adams,MS_Adams,78,2020-02-04,MS,0.08333333333333326
Adams,MS_Adams,74,2020-02-05,MS,-0.05128205128205132
Adams,MS_Adams,74,2020-02-06,MS,0.0
Adams,MS_Adams,71,2020-02-07,MS,-0.04054054054054057
Adams,MS_Adams,72,2020-02-08,MS,0.014084507042253502
Adams,MS_Adams,70,2020-02-09,MS,-0.02777777777777779
Adams,MS_Adams,67,2020-02-10,MS,-0.042857142857142816
Adams,MS_Adams,69,2020-02-11,MS,0.029850746268656806
Adams,MS_Adams,72,2020-02-12,MS,0.04347826086956519
Adams,MS_Adams,76,2020-02-13,MS,0.05555555555555558
Adams,MS_Adams,78,2020-02-14,MS,0.02631578947368429
Adams,MS_Adams,75,2020-02-15,MS,-0.038461538461538436
Adams,MS_Adams,78,2020-02-16,MS,0.040000000000000036
Adams,MS_Adams,78,2020-02-17,MS,0.0
Adams,MS_Adams,80,2020-02-18,MS,0.02564102564102555
Adams,MS_Adams,85,2020-02-19,MS,0.0625
Adams,MS_Adams,80,2020-02-20,MS,-0.058823529411764726
Adams,MS_Adams,75,2020-02-21,MS,-0.0625
Adams,MS_Adams,77,2020-02-22,MS,0.026666666666666616
Adams,MS_Adams,74,2020-02-23,MS,-0.038961038961038974
Adams,MS_Adams,71,2020-02-24,MS,-0.04054054054054057
Adams,MS_Adams,72,2020-02-25,MS,0.014084507042253502
Adams,MS_Adams,80,2020-02-26,MS,0.11111111111111116
Adams,MS_Adams,89,2020-02-27,MS,0.11250000000000004
Adams,MS_Adams,84,2020-02-28,MS,-0.0561797752808989
Adams,MS_Adams,79,2020-02-29,MS,-0.059523809523809534
Adams,MS_Adams,73,2020-03-01,MS,-0.07594936708860756
Adams,MS_Adams,71,2020-03-02,MS,-0.0273972602739726
Adams,MS_Adams,75,2020-03-03,MS,0.05633802816901401
Adams,MS_Adams,81,2020-03-04,MS,0.08000000000000007
Adams,MS_Adams,81,2020-03-05,MS,0.0
Adams,MS_Adams,75,2020-03-06,MS,-0.07407407407407407
Adams,MS_Adams,75,2020-03-07,MS,0.0
Adams,MS_Adams,71,2020-03-08,MS,-0.053333333333333344
Adams,MS_Adams,73,2020-03-09,MS,0.028169014084507005
Adams,MS_Adams,76,2020-03-10,MS,0.04109589041095885
Adams,MS_Adams,80,2020-03-11,MS,0.05263157894736836
Adams,MS_Adams,81,2020-03-12,MS,0.012499999999999956
Adams,MS_Adams,86,2020-03-13,MS,0.06172839506172845
Adams,MS_Adams,80,2020-03-14,MS,-0.06976744186046513
Adams,MS_Adams,81,2020-03-15,MS,0.012499999999999956
Adams,MS_Adams,76,2020-03-16,MS,-0.06172839506172845
Adams,MS_Adams,81,2020-03-17,MS,0.06578947368421062
Adams,MS_Adams,80,2020-03-18,MS,-0.012345679012345734
Adams,MS_Adams,71,2020-03-19,MS,-0.11250000000000004
Adams,MS_Adams,75,2020-03-20,MS,0.05633802816901401
Adams,MS_Adams,71,2020-03-21,MS,-0.053333333333333344
Adams,MS_Adams,71,2020-03-22,MS,0.0
Adams,MS_Adams,70,2020-03-23,MS,-0.014084507042253502
Adams,MS_Adams,72,2020-03-24,MS,0.02857142857142847
Adams,MS_Adams,74,2020-03-25,MS,0.027777777777777683
Adams,MS_Adams,77,2020-03-26,MS,0.04054054054054057
Adams,MS_Adams,70,2020-03-27,MS,-0.09090909090909094
Adams,MS_Adams,69,2020-03-28,MS,-0.014285714285714237
Adams,MS_Adams,64,2020-03-29,MS,-0.07246376811594203
Adams,MS_Adams,63,2020-03-30,MS,-0.015625
Adams,MS_Adams,64,2020-03-31,MS,0.015873015873015817
Adams,MS_Adams,64,2020-04-01,MS,0.0
Adams,MS_Adams,66,2020-04-02,MS,0.03125
Adams,MS_Adams,63,2020-04-03,MS,-0.04545454545454541
Adams,MS_Adams,63,2020-04-04,MS,0.0
Adams,MS_Adams,65,2020-04-05,MS,0.03174603174603185
Adams,MS_Adams,63,2020-04-06,MS,-0.030769230769230767
Adams,MS_Adams,62,2020-04-07,MS,-0.015873015873015928
Adams,MS_Adams,64,2020-04-08,MS,0.032258064516129004
Adams,MS_Adams,65,2020-04-09,MS,0.015625
Adams,MS_Adams,63,2020-04-10,MS,-0.030769230769230767
Adams,MS_Adams,62,2020-04-11,MS,-0.015873015873015928
Adams,MS_Adams,61,2020-04-12,MS,-0.016129032258064502
