County,Facility_Identifier,Population,Scrape_Date,State,Change
Yazoo,MS_Yazoo,553,2020-01-29,MS,
Yazoo,MS_Yazoo,556,2020-01-31,MS,0.0054249547920433025
Yazoo,MS_Yazoo,557,2020-02-01,MS,0.0017985611510791253
Yazoo,MS_Yazoo,558,2020-02-03,MS,0.0017953321364452266
Yazoo,MS_Yazoo,559,2020-02-04,MS,0.0017921146953405742
Yazoo,MS_Yazoo,550,2020-02-11,MS,-0.01610017889087656
Yazoo,MS_Yazoo,537,2020-02-12,MS,-0.02363636363636368
Yazoo,MS_Yazoo,537,2020-02-13,MS,0.0
Yazoo,MS_Yazoo,530,2020-02-14,MS,-0.013035381750465593
Yazoo,MS_Yazoo,529,2020-02-15,MS,-0.0018867924528301887
Yazoo,MS_Yazoo,529,2020-02-17,MS,0.0
Yazoo,MS_Yazoo,529,2020-02-19,MS,0.0
Yazoo,MS_Yazoo,526,2020-02-20,MS,-0.005671077504725952
Yazoo,MS_Yazoo,524,2020-02-22,MS,-0.003802281368821325
Yazoo,MS_Yazoo,524,2020-02-24,MS,0.0
Yazoo,MS_Yazoo,524,2020-02-25,MS,0.0
Yazoo,MS_Yazoo,534,2020-03-04,MS,0.01908396946564883
Yazoo,MS_Yazoo,534,2020-03-05,MS,0.0
Yazoo,MS_Yazoo,534,2020-03-06,MS,0.0
Yazoo,MS_Yazoo,560,2020-03-07,MS,0.048689138576778916
Yazoo,MS_Yazoo,536,2020-03-08,MS,-0.042857142857142816
Yazoo,MS_Yazoo,545,2020-04-08,MS,0.016791044776119483
Yazoo,MS_Yazoo,542,2020-04-09,MS,-0.0055045871559632475
Yazoo,MS_Yazoo,541,2020-04-10,MS,-0.0018450184501844766
Yazoo,MS_Yazoo,543,2020-04-11,MS,0.003696857670979714
Yazoo,MS_Yazoo,544,2020-04-12,MS,0.0018416206261511192
Yazoo,MS_Yazoo,543,2020-04-13,MS,-0.0018382352941176405
Yazoo,MS_Yazoo,539,2020-04-15,MS,-0.007366482504604033
Yazoo,MS_Yazoo,537,2020-04-16,MS,-0.003710575139146522
Yazoo,MS_Yazoo,535,2020-04-17,MS,-0.003724394785847296
Yazoo,MS_Yazoo,535,2020-04-18,MS,0.0
Yazoo,MS_Yazoo,538,2020-04-19,MS,0.005607476635514086
Yazoo,MS_Yazoo,560,2020-04-20,MS,0.040892193308550207
Yazoo,MS_Yazoo,536,2020-04-21,MS,-0.042857142857142816
Yazoo,MS_Yazoo,535,2020-04-22,MS,-0.0018656716417910781
Yazoo,MS_Yazoo,535,2020-04-23,MS,0.0
Yazoo,MS_Yazoo,538,2020-04-24,MS,0.005607476635514086
Yazoo,MS_Yazoo,529,2020-05-21,MS,-0.016728624535315983
Yazoo,MS_Yazoo,526,2020-05-27,MS,-0.005671077504725952
Yazoo,MS_Yazoo,526,2020-05-28,MS,0.0
Yazoo,MS_Yazoo,522,2020-05-29,MS,-0.007604562737642539
Yazoo,MS_Yazoo,522,2020-05-30,MS,0.0
Yazoo,MS_Yazoo,522,2020-05-31,MS,0.0
Yazoo,MS_Yazoo,523,2020-06-01,MS,0.0019157088122605528
Yazoo,MS_Yazoo,523,2020-06-02,MS,0.0
Yazoo,MS_Yazoo,522,2020-06-03,MS,-0.001912045889101321
Yazoo,MS_Yazoo,524,2020-06-04,MS,0.0038314176245211047
Yazoo,MS_Yazoo,523,2020-06-05,MS,-0.001908396946564861
Yazoo,MS_Yazoo,522,2020-06-06,MS,-0.001912045889101321
Yazoo,MS_Yazoo,522,2020-06-07,MS,0.0
Yazoo,MS_Yazoo,522,2020-06-08,MS,0.0
Yazoo,MS_Yazoo,521,2020-06-09,MS,-0.0019157088122605528
Yazoo,MS_Yazoo,522,2020-06-10,MS,0.0019193857965451586
Yazoo,MS_Yazoo,521,2020-06-11,MS,-0.0019157088122605528
Yazoo,MS_Yazoo,523,2020-06-12,MS,0.0038387715930903172
Yazoo,MS_Yazoo,519,2020-06-13,MS,-0.007648183556405397
Yazoo,MS_Yazoo,519,2020-06-14,MS,0.0
Yazoo,MS_Yazoo,519,2020-06-15,MS,0.0
Yazoo,MS_Yazoo,537,2020-06-16,MS,0.03468208092485558
Yazoo,MS_Yazoo,549,2020-06-17,MS,0.022346368715083772
Yazoo,MS_Yazoo,551,2020-06-18,MS,0.0036429872495447047
Yazoo,MS_Yazoo,552,2020-06-19,MS,0.001814882032667775
Yazoo,MS_Yazoo,553,2020-06-20,MS,0.001811594202898448
Yazoo,MS_Yazoo,553,2020-06-21,MS,0.0
Yazoo,MS_Yazoo,553,2020-06-22,MS,0.0
Yazoo,MS_Yazoo,554,2020-06-23,MS,0.001808318264014508
Yazoo,MS_Yazoo,551,2020-06-24,MS,-0.005415162454873612
Yazoo,MS_Yazoo,548,2020-06-25,MS,-0.005444646098003658
Yazoo,MS_Yazoo,549,2020-06-26,MS,0.0018248175182482558
Yazoo,MS_Yazoo,546,2020-06-27,MS,-0.005464480874316946
Yazoo,MS_Yazoo,547,2020-06-28,MS,0.001831501831501825
Yazoo,MS_Yazoo,547,2020-06-29,MS,0.0
Yazoo,MS_Yazoo,546,2020-06-30,MS,-0.0018281535648994038
Yazoo,MS_Yazoo,546,2020-07-01,MS,0.0
Yazoo,MS_Yazoo,547,2020-07-02,MS,0.001831501831501825
Yazoo,MS_Yazoo,548,2020-07-03,MS,0.0018281535648994038
Yazoo,MS_Yazoo,548,2020-07-04,MS,0.0
Yazoo,MS_Yazoo,548,2020-07-05,MS,0.0
Yazoo,MS_Yazoo,549,2020-07-06,MS,0.0018248175182482558
Yazoo,MS_Yazoo,548,2020-07-07,MS,-0.0018214936247723523
Yazoo,MS_Yazoo,545,2020-07-08,MS,-0.005474452554744547
Yazoo,MS_Yazoo,546,2020-07-09,MS,0.0018348623853210453
Yazoo,MS_Yazoo,557,2020-07-10,MS,0.020146520146520075
Yazoo,MS_Yazoo,556,2020-07-11,MS,-0.0017953321364452266
Yazoo,MS_Yazoo,556,2020-07-12,MS,0.0
Yazoo,MS_Yazoo,556,2020-07-13,MS,0.0
Yazoo,MS_Yazoo,555,2020-07-14,MS,-0.0017985611510791253
Yazoo,MS_Yazoo,549,2020-07-15,MS,-0.010810810810810813
Yazoo,MS_Yazoo,549,2020-07-16,MS,0.0
Yazoo,MS_Yazoo,548,2020-07-17,MS,-0.0018214936247723523
Yazoo,MS_Yazoo,547,2020-07-18,MS,-0.001824817518248145
Yazoo,MS_Yazoo,545,2020-07-19,MS,-0.0036563071297989187
