County,Facility_Identifier,Population,Scrape_Date,State,Change
DeSoto,MS_DeSoto,322,2020-06-12,MS,
DeSoto,MS_DeSoto,331,2020-06-13,MS,0.02795031055900621
DeSoto,MS_DeSoto,334,2020-06-14,MS,0.009063444108761365
DeSoto,MS_DeSoto,330,2020-06-15,MS,-0.0119760479041916
DeSoto,MS_DeSoto,339,2020-06-16,MS,0.027272727272727337
DeSoto,MS_DeSoto,338,2020-06-17,MS,-0.002949852507374673
DeSoto,MS_DeSoto,343,2020-06-18,MS,0.014792899408283988
DeSoto,MS_DeSoto,326,2020-06-19,MS,-0.04956268221574345
DeSoto,MS_DeSoto,331,2020-06-20,MS,0.015337423312883347
DeSoto,MS_DeSoto,338,2020-06-21,MS,0.02114803625377637
DeSoto,MS_DeSoto,340,2020-06-22,MS,0.00591715976331364
DeSoto,MS_DeSoto,331,2020-06-23,MS,-0.02647058823529413
DeSoto,MS_DeSoto,327,2020-06-24,MS,-0.012084592145015116
DeSoto,MS_DeSoto,321,2020-06-25,MS,-0.01834862385321101
DeSoto,MS_DeSoto,317,2020-06-26,MS,-0.012461059190031154
DeSoto,MS_DeSoto,325,2020-06-27,MS,0.02523659305993697
DeSoto,MS_DeSoto,328,2020-06-28,MS,0.009230769230769155
DeSoto,MS_DeSoto,326,2020-06-29,MS,-0.0060975609756097615
DeSoto,MS_DeSoto,326,2020-06-30,MS,0.0
DeSoto,MS_DeSoto,345,2020-07-01,MS,0.05828220858895716
DeSoto,MS_DeSoto,333,2020-07-02,MS,-0.034782608695652195
DeSoto,MS_DeSoto,330,2020-07-03,MS,-0.009009009009009028
DeSoto,MS_DeSoto,336,2020-07-04,MS,0.01818181818181808
DeSoto,MS_DeSoto,348,2020-07-05,MS,0.03571428571428581
DeSoto,MS_DeSoto,348,2020-07-06,MS,0.0
DeSoto,MS_DeSoto,337,2020-07-07,MS,-0.031609195402298895
DeSoto,MS_DeSoto,338,2020-07-08,MS,0.0029673590504450953
DeSoto,MS_DeSoto,338,2020-07-09,MS,0.0
DeSoto,MS_DeSoto,346,2020-07-10,MS,0.023668639053254337
DeSoto,MS_DeSoto,345,2020-07-11,MS,-0.0028901734104046506
DeSoto,MS_DeSoto,352,2020-07-12,MS,0.020289855072463725
DeSoto,MS_DeSoto,349,2020-07-13,MS,-0.008522727272727293
DeSoto,MS_DeSoto,347,2020-07-14,MS,-0.005730659025787954
DeSoto,MS_DeSoto,348,2020-07-15,MS,0.002881844380403509
DeSoto,MS_DeSoto,351,2020-07-16,MS,0.008620689655172377
DeSoto,MS_DeSoto,359,2020-07-17,MS,0.02279202279202286
DeSoto,MS_DeSoto,359,2020-07-18,MS,0.0
DeSoto,MS_DeSoto,363,2020-07-19,MS,0.0111420612813371
DeSoto,MS_DeSoto,365,2020-07-20,MS,0.005509641873278293
DeSoto,MS_DeSoto,365,2020-07-21,MS,0.0
DeSoto,MS_DeSoto,363,2020-07-22,MS,-0.005479452054794498
DeSoto,MS_DeSoto,365,2020-07-23,MS,0.005509641873278293
DeSoto,MS_DeSoto,364,2020-07-24,MS,-0.002739726027397249
DeSoto,MS_DeSoto,362,2020-07-25,MS,-0.005494505494505475
DeSoto,MS_DeSoto,371,2020-07-26,MS,0.024861878453038774
DeSoto,MS_DeSoto,366,2020-07-27,MS,-0.013477088948787077
DeSoto,MS_DeSoto,378,2020-07-28,MS,0.03278688524590168
DeSoto,MS_DeSoto,371,2020-07-29,MS,-0.01851851851851849
DeSoto,MS_DeSoto,365,2020-07-30,MS,-0.016172506738544427
