County,Facility_Identifier,Population,Scrape_Date,State,Change
Kemper,MS_Kemper,381,2020-01-01,MS,
Kemper,MS_Kemper,381,2020-01-02,MS,0.0
Kemper,MS_Kemper,382,2020-01-03,MS,0.002624671916010568
Kemper,MS_Kemper,383,2020-01-04,MS,0.002617801047120505
Kemper,MS_Kemper,384,2020-01-05,MS,0.0026109660574411553
Kemper,MS_Kemper,383,2020-01-06,MS,-0.0026041666666666297
Kemper,MS_Kemper,377,2020-01-07,MS,-0.015665796344647487
Kemper,MS_Kemper,375,2020-01-08,MS,-0.0053050397877983935
Kemper,MS_Kemper,373,2020-01-09,MS,-0.005333333333333301
Kemper,MS_Kemper,376,2020-01-10,MS,0.008042895442359255
Kemper,MS_Kemper,377,2020-01-11,MS,0.002659574468085069
Kemper,MS_Kemper,377,2020-01-12,MS,0.0
Kemper,MS_Kemper,377,2020-01-13,MS,0.0
Kemper,MS_Kemper,376,2020-01-14,MS,-0.002652519893899252
Kemper,MS_Kemper,375,2020-01-15,MS,-0.002659574468085069
Kemper,MS_Kemper,372,2020-01-16,MS,-0.008000000000000007
Kemper,MS_Kemper,376,2020-01-17,MS,0.010752688172043
Kemper,MS_Kemper,378,2020-01-18,MS,0.005319148936170136
Kemper,MS_Kemper,379,2020-01-19,MS,0.002645502645502562
Kemper,MS_Kemper,378,2020-01-20,MS,-0.0026385224274406704
Kemper,MS_Kemper,379,2020-01-21,MS,0.002645502645502562
Kemper,MS_Kemper,383,2020-01-22,MS,0.01055408970976246
Kemper,MS_Kemper,384,2020-01-23,MS,0.0026109660574411553
Kemper,MS_Kemper,383,2020-01-24,MS,-0.0026041666666666297
Kemper,MS_Kemper,383,2020-01-25,MS,0.0
Kemper,MS_Kemper,382,2020-01-26,MS,-0.0026109660574412663
Kemper,MS_Kemper,394,2020-01-27,MS,0.03141361256544495
Kemper,MS_Kemper,395,2020-01-28,MS,0.002538071065989911
Kemper,MS_Kemper,392,2020-01-29,MS,-0.0075949367088608
Kemper,MS_Kemper,391,2020-01-30,MS,-0.002551020408163241
Kemper,MS_Kemper,394,2020-01-31,MS,0.007672634271099765
Kemper,MS_Kemper,401,2020-02-01,MS,0.017766497461928932
Kemper,MS_Kemper,400,2020-02-02,MS,-0.0024937655860348684
Kemper,MS_Kemper,400,2020-02-03,MS,0.0
Kemper,MS_Kemper,400,2020-02-04,MS,0.0
Kemper,MS_Kemper,399,2020-02-05,MS,-0.0024999999999999467
Kemper,MS_Kemper,396,2020-02-06,MS,-0.007518796992481258
Kemper,MS_Kemper,394,2020-02-07,MS,-0.005050505050505083
Kemper,MS_Kemper,391,2020-02-08,MS,-0.00761421319796951
Kemper,MS_Kemper,400,2020-02-11,MS,0.023017902813299296
Kemper,MS_Kemper,400,2020-02-12,MS,0.0
Kemper,MS_Kemper,402,2020-02-13,MS,0.0049999999999998926
Kemper,MS_Kemper,395,2020-02-14,MS,-0.01741293532338306
Kemper,MS_Kemper,396,2020-02-15,MS,0.002531645569620267
Kemper,MS_Kemper,396,2020-02-16,MS,0.0
Kemper,MS_Kemper,395,2020-02-17,MS,-0.002525252525252486
Kemper,MS_Kemper,395,2020-02-18,MS,0.0
Kemper,MS_Kemper,393,2020-02-19,MS,-0.0050632911392405324
Kemper,MS_Kemper,391,2020-02-20,MS,-0.005089058524173074
Kemper,MS_Kemper,394,2020-02-21,MS,0.007672634271099765
Kemper,MS_Kemper,392,2020-02-22,MS,-0.005076142131979711
Kemper,MS_Kemper,393,2020-02-23,MS,0.0025510204081633514
Kemper,MS_Kemper,395,2020-02-24,MS,0.005089058524172962
Kemper,MS_Kemper,385,2020-02-25,MS,-0.02531645569620256
Kemper,MS_Kemper,376,2020-02-26,MS,-0.023376623376623384
Kemper,MS_Kemper,378,2020-02-27,MS,0.005319148936170136
Kemper,MS_Kemper,370,2020-02-28,MS,-0.021164021164021163
Kemper,MS_Kemper,376,2020-03-04,MS,0.016216216216216273
Kemper,MS_Kemper,377,2020-03-05,MS,0.002659574468085069
Kemper,MS_Kemper,374,2020-03-06,MS,-0.007957559681697646
Kemper,MS_Kemper,381,2020-03-07,MS,0.018716577540107027
Kemper,MS_Kemper,381,2020-03-08,MS,0.0
Kemper,MS_Kemper,381,2020-03-09,MS,0.0
Kemper,MS_Kemper,380,2020-03-10,MS,-0.002624671916010457
Kemper,MS_Kemper,381,2020-03-11,MS,0.0026315789473683178
Kemper,MS_Kemper,384,2020-03-12,MS,0.007874015748031482
Kemper,MS_Kemper,382,2020-03-13,MS,-0.00520833333333337
Kemper,MS_Kemper,381,2020-03-14,MS,-0.0026178010471203943
Kemper,MS_Kemper,383,2020-03-15,MS,0.005249343832020914
Kemper,MS_Kemper,383,2020-03-16,MS,0.0
Kemper,MS_Kemper,379,2020-03-17,MS,-0.010443864229765063
Kemper,MS_Kemper,369,2020-03-18,MS,-0.026385224274406368
Kemper,MS_Kemper,369,2020-03-19,MS,0.0
Kemper,MS_Kemper,368,2020-03-20,MS,-0.002710027100271017
Kemper,MS_Kemper,370,2020-03-21,MS,0.005434782608695564
Kemper,MS_Kemper,366,2020-03-22,MS,-0.010810810810810813
Kemper,MS_Kemper,367,2020-03-23,MS,0.002732240437158362
Kemper,MS_Kemper,364,2020-03-24,MS,-0.008174386920980936
Kemper,MS_Kemper,360,2020-03-25,MS,-0.01098901098901095
Kemper,MS_Kemper,357,2020-03-26,MS,-0.008333333333333305
Kemper,MS_Kemper,358,2020-03-27,MS,0.0028011204481792613
Kemper,MS_Kemper,359,2020-03-28,MS,0.0027932960893855
Kemper,MS_Kemper,358,2020-03-29,MS,-0.0027855153203342198
Kemper,MS_Kemper,359,2020-03-30,MS,0.0027932960893855
Kemper,MS_Kemper,360,2020-03-31,MS,0.0027855153203342198
Kemper,MS_Kemper,360,2020-04-01,MS,0.0
Kemper,MS_Kemper,359,2020-04-02,MS,-0.002777777777777768
Kemper,MS_Kemper,359,2020-04-03,MS,0.0
Kemper,MS_Kemper,359,2020-04-04,MS,0.0
Kemper,MS_Kemper,359,2020-04-05,MS,0.0
Kemper,MS_Kemper,357,2020-04-06,MS,-0.005571030640668551
Kemper,MS_Kemper,357,2020-04-07,MS,0.0
Kemper,MS_Kemper,354,2020-04-08,MS,-0.008403361344537784
Kemper,MS_Kemper,355,2020-04-09,MS,0.002824858757062065
Kemper,MS_Kemper,353,2020-04-10,MS,-0.005633802816901401
Kemper,MS_Kemper,353,2020-04-11,MS,0.0
Kemper,MS_Kemper,352,2020-04-12,MS,-0.0028328611898017497
Kemper,MS_Kemper,351,2020-04-13,MS,-0.002840909090909061
Kemper,MS_Kemper,349,2020-04-14,MS,-0.005698005698005715
Kemper,MS_Kemper,348,2020-04-15,MS,-0.002865329512893977
Kemper,MS_Kemper,348,2020-04-16,MS,0.0
Kemper,MS_Kemper,347,2020-04-17,MS,-0.002873563218390829
Kemper,MS_Kemper,349,2020-04-18,MS,0.005763688760807018
Kemper,MS_Kemper,347,2020-04-19,MS,-0.005730659025787954
Kemper,MS_Kemper,347,2020-04-20,MS,0.0
Kemper,MS_Kemper,348,2020-04-21,MS,0.002881844380403509
Kemper,MS_Kemper,348,2020-04-22,MS,0.0
Kemper,MS_Kemper,349,2020-04-23,MS,0.002873563218390718
Kemper,MS_Kemper,345,2020-04-24,MS,-0.011461318051575908
Kemper,MS_Kemper,345,2020-04-25,MS,0.0
Kemper,MS_Kemper,345,2020-04-26,MS,0.0
Kemper,MS_Kemper,345,2020-04-27,MS,0.0
Kemper,MS_Kemper,344,2020-04-28,MS,-0.0028985507246376274
Kemper,MS_Kemper,344,2020-04-29,MS,0.0
Kemper,MS_Kemper,343,2020-04-30,MS,-0.002906976744186052
Kemper,MS_Kemper,338,2020-05-01,MS,-0.014577259475218709
Kemper,MS_Kemper,338,2020-05-02,MS,0.0
Kemper,MS_Kemper,338,2020-05-03,MS,0.0
Kemper,MS_Kemper,338,2020-05-04,MS,0.0
Kemper,MS_Kemper,338,2020-05-05,MS,0.0
Kemper,MS_Kemper,337,2020-05-06,MS,-0.00295857988165682
Kemper,MS_Kemper,335,2020-05-07,MS,-0.005934718100890191
Kemper,MS_Kemper,331,2020-05-08,MS,-0.0119402985074627
Kemper,MS_Kemper,331,2020-05-09,MS,0.0
Kemper,MS_Kemper,331,2020-05-10,MS,0.0
Kemper,MS_Kemper,331,2020-05-11,MS,0.0
Kemper,MS_Kemper,327,2020-05-12,MS,-0.012084592145015116
Kemper,MS_Kemper,326,2020-05-13,MS,-0.0030581039755351873
Kemper,MS_Kemper,327,2020-05-14,MS,0.003067484662576669
Kemper,MS_Kemper,327,2020-05-15,MS,0.0
Kemper,MS_Kemper,328,2020-05-16,MS,0.0030581039755350763
Kemper,MS_Kemper,328,2020-05-17,MS,0.0
Kemper,MS_Kemper,328,2020-05-18,MS,0.0
Kemper,MS_Kemper,329,2020-05-19,MS,0.0030487804878047697
Kemper,MS_Kemper,328,2020-05-20,MS,-0.0030395136778115233
Kemper,MS_Kemper,327,2020-05-21,MS,-0.0030487804878048808
Kemper,MS_Kemper,325,2020-05-22,MS,-0.006116207951070375
Kemper,MS_Kemper,326,2020-05-23,MS,0.0030769230769229767
Kemper,MS_Kemper,326,2020-05-24,MS,0.0
Kemper,MS_Kemper,326,2020-05-25,MS,0.0
Kemper,MS_Kemper,328,2020-05-26,MS,0.006134969325153339
Kemper,MS_Kemper,328,2020-05-27,MS,0.0
Kemper,MS_Kemper,327,2020-05-28,MS,-0.0030487804878048808
Kemper,MS_Kemper,325,2020-05-29,MS,-0.006116207951070375
Kemper,MS_Kemper,323,2020-05-30,MS,-0.0061538461538461755
Kemper,MS_Kemper,322,2020-05-31,MS,-0.003095975232198178
Kemper,MS_Kemper,322,2020-06-01,MS,0.0
Kemper,MS_Kemper,323,2020-06-02,MS,0.003105590062111752
Kemper,MS_Kemper,323,2020-06-03,MS,0.0
Kemper,MS_Kemper,323,2020-06-04,MS,0.0
Kemper,MS_Kemper,319,2020-06-05,MS,-0.012383900928792602
Kemper,MS_Kemper,320,2020-06-06,MS,0.0031347962382444194
Kemper,MS_Kemper,321,2020-06-07,MS,0.0031250000000000444
Kemper,MS_Kemper,320,2020-06-08,MS,-0.0031152647975077885
Kemper,MS_Kemper,321,2020-06-09,MS,0.0031250000000000444
Kemper,MS_Kemper,322,2020-06-10,MS,0.003115264797507677
Kemper,MS_Kemper,321,2020-06-11,MS,-0.003105590062111752
Kemper,MS_Kemper,321,2020-06-12,MS,0.0
Kemper,MS_Kemper,341,2020-06-13,MS,0.06230529595015578
Kemper,MS_Kemper,342,2020-06-14,MS,0.002932551319648091
Kemper,MS_Kemper,342,2020-06-15,MS,0.0
Kemper,MS_Kemper,362,2020-06-16,MS,0.0584795321637428
Kemper,MS_Kemper,382,2020-06-17,MS,0.05524861878453047
Kemper,MS_Kemper,381,2020-06-18,MS,-0.0026178010471203943
Kemper,MS_Kemper,380,2020-06-19,MS,-0.002624671916010457
Kemper,MS_Kemper,379,2020-06-20,MS,-0.002631578947368429
Kemper,MS_Kemper,378,2020-06-21,MS,-0.0026385224274406704
Kemper,MS_Kemper,379,2020-06-22,MS,0.002645502645502562
Kemper,MS_Kemper,369,2020-06-23,MS,-0.026385224274406368
Kemper,MS_Kemper,370,2020-06-24,MS,0.0027100271002709064
Kemper,MS_Kemper,368,2020-06-25,MS,-0.00540540540540535
Kemper,MS_Kemper,371,2020-06-26,MS,0.008152173913043459
Kemper,MS_Kemper,372,2020-06-27,MS,0.0026954177897573484
Kemper,MS_Kemper,374,2020-06-28,MS,0.005376344086021501
Kemper,MS_Kemper,374,2020-06-29,MS,0.0
Kemper,MS_Kemper,371,2020-06-30,MS,-0.008021390374331583
Kemper,MS_Kemper,371,2020-07-01,MS,0.0
Kemper,MS_Kemper,368,2020-07-02,MS,-0.008086253369272267
Kemper,MS_Kemper,366,2020-07-03,MS,-0.0054347826086956754
Kemper,MS_Kemper,369,2020-07-04,MS,0.008196721311475308
Kemper,MS_Kemper,369,2020-07-05,MS,0.0
Kemper,MS_Kemper,369,2020-07-06,MS,0.0
Kemper,MS_Kemper,365,2020-07-07,MS,-0.010840108401083959
Kemper,MS_Kemper,380,2020-07-08,MS,0.04109589041095885
Kemper,MS_Kemper,377,2020-07-09,MS,-0.007894736842105288
Kemper,MS_Kemper,377,2020-07-10,MS,0.0
Kemper,MS_Kemper,355,2020-07-11,MS,-0.05835543766578244
Kemper,MS_Kemper,356,2020-07-12,MS,0.0028169014084507005
Kemper,MS_Kemper,357,2020-07-13,MS,0.0028089887640450058
Kemper,MS_Kemper,359,2020-07-14,MS,0.005602240896358524
Kemper,MS_Kemper,346,2020-07-15,MS,-0.03621169916434541
Kemper,MS_Kemper,346,2020-07-16,MS,0.0
Kemper,MS_Kemper,348,2020-07-17,MS,0.005780346820809301
Kemper,MS_Kemper,349,2020-07-18,MS,0.002873563218390718
Kemper,MS_Kemper,352,2020-07-19,MS,0.008595988538681931
Kemper,MS_Kemper,354,2020-07-20,MS,0.005681818181818121
Kemper,MS_Kemper,355,2020-07-21,MS,0.002824858757062065
Kemper,MS_Kemper,351,2020-07-22,MS,-0.011267605633802802
Kemper,MS_Kemper,350,2020-07-23,MS,-0.002849002849002802
Kemper,MS_Kemper,351,2020-07-24,MS,0.0028571428571428914
Kemper,MS_Kemper,349,2020-07-25,MS,-0.005698005698005715
Kemper,MS_Kemper,349,2020-07-26,MS,0.0
Kemper,MS_Kemper,349,2020-07-27,MS,0.0
Kemper,MS_Kemper,347,2020-07-28,MS,-0.005730659025787954
Kemper,MS_Kemper,343,2020-07-29,MS,-0.011527377521613813
Kemper,MS_Kemper,343,2020-07-30,MS,0.0
