County,Facility_Identifier,Population,Scrape_Date,State,Change
Perry,MS_Perry,10,2020-04-11,MS,
Perry,MS_Perry,10,2020-04-12,MS,0.0
Perry,MS_Perry,11,2020-04-13,MS,0.10000000000000007
Perry,MS_Perry,11,2020-04-14,MS,0.0
Perry,MS_Perry,11,2020-04-15,MS,0.0
Perry,MS_Perry,11,2020-04-16,MS,0.0
Perry,MS_Perry,12,2020-04-17,MS,0.09090909090909084
Perry,MS_Perry,14,2020-04-18,MS,0.16666666666666674
Perry,MS_Perry,14,2020-04-19,MS,0.0
Perry,MS_Perry,14,2020-04-22,MS,0.0
Perry,MS_Perry,15,2020-04-23,MS,0.0714285714285714
Perry,MS_Perry,18,2020-04-26,MS,0.2
Perry,MS_Perry,16,2020-04-27,MS,-0.11111111111111116
Perry,MS_Perry,17,2020-04-28,MS,0.0625
Perry,MS_Perry,16,2020-04-29,MS,-0.058823529411764726
Perry,MS_Perry,16,2020-04-30,MS,0.0
Perry,MS_Perry,16,2020-05-01,MS,0.0
Perry,MS_Perry,16,2020-05-02,MS,0.0
Perry,MS_Perry,18,2020-05-03,MS,0.125
Perry,MS_Perry,17,2020-05-04,MS,-0.05555555555555558
Perry,MS_Perry,19,2020-05-05,MS,0.11764705882352945
Perry,MS_Perry,19,2020-05-06,MS,0.0
Perry,MS_Perry,16,2020-05-08,MS,-0.1578947368421053
Perry,MS_Perry,17,2020-05-09,MS,0.0625
Perry,MS_Perry,18,2020-05-10,MS,0.058823529411764726
Perry,MS_Perry,20,2020-05-11,MS,0.11111111111111116
Perry,MS_Perry,19,2020-05-12,MS,-0.05000000000000005
Perry,MS_Perry,16,2020-05-13,MS,-0.1578947368421053
Perry,MS_Perry,16,2020-05-15,MS,0.0
Perry,MS_Perry,17,2020-05-16,MS,0.0625
Perry,MS_Perry,17,2020-05-17,MS,0.0
Perry,MS_Perry,17,2020-05-18,MS,0.0
Perry,MS_Perry,13,2020-05-19,MS,-0.2352941176470589
Perry,MS_Perry,14,2020-05-20,MS,0.07692307692307687
Perry,MS_Perry,16,2020-05-21,MS,0.1428571428571428
Perry,MS_Perry,13,2020-05-27,MS,-0.1875
Perry,MS_Perry,15,2020-05-28,MS,0.15384615384615374
Perry,MS_Perry,15,2020-05-29,MS,0.0
Perry,MS_Perry,16,2020-05-30,MS,0.06666666666666665
Perry,MS_Perry,16,2020-05-31,MS,0.0
Perry,MS_Perry,17,2020-06-01,MS,0.0625
Perry,MS_Perry,17,2020-06-02,MS,0.0
Perry,MS_Perry,15,2020-06-03,MS,-0.11764705882352945
Perry,MS_Perry,18,2020-06-04,MS,0.2
Perry,MS_Perry,19,2020-06-05,MS,0.05555555555555558
Perry,MS_Perry,17,2020-06-06,MS,-0.10526315789473684
Perry,MS_Perry,17,2020-06-07,MS,0.0
Perry,MS_Perry,17,2020-06-08,MS,0.0
Perry,MS_Perry,16,2020-06-09,MS,-0.058823529411764726
Perry,MS_Perry,15,2020-06-10,MS,-0.0625
Perry,MS_Perry,15,2020-06-11,MS,0.0
Perry,MS_Perry,14,2020-06-12,MS,-0.06666666666666665
Perry,MS_Perry,13,2020-06-13,MS,-0.0714285714285714
Perry,MS_Perry,14,2020-06-14,MS,0.07692307692307687
Perry,MS_Perry,14,2020-06-15,MS,0.0
Perry,MS_Perry,15,2020-06-16,MS,0.0714285714285714
Perry,MS_Perry,15,2020-06-17,MS,0.0
Perry,MS_Perry,16,2020-06-18,MS,0.06666666666666665
Perry,MS_Perry,14,2020-06-19,MS,-0.125
Perry,MS_Perry,14,2020-06-20,MS,0.0
Perry,MS_Perry,13,2020-06-21,MS,-0.0714285714285714
Perry,MS_Perry,14,2020-06-22,MS,0.07692307692307687
Perry,MS_Perry,16,2020-06-23,MS,0.1428571428571428
Perry,MS_Perry,15,2020-06-24,MS,-0.0625
Perry,MS_Perry,12,2020-06-25,MS,-0.2
Perry,MS_Perry,12,2020-06-26,MS,0.0
Perry,MS_Perry,13,2020-06-27,MS,0.08333333333333326
Perry,MS_Perry,13,2020-06-28,MS,0.0
Perry,MS_Perry,12,2020-06-29,MS,-0.07692307692307687
Perry,MS_Perry,12,2020-06-30,MS,0.0
Perry,MS_Perry,12,2020-07-01,MS,0.0
Perry,MS_Perry,15,2020-07-02,MS,0.25
Perry,MS_Perry,14,2020-07-03,MS,-0.06666666666666665
Perry,MS_Perry,13,2020-07-04,MS,-0.0714285714285714
Perry,MS_Perry,13,2020-07-05,MS,0.0
Perry,MS_Perry,16,2020-07-06,MS,0.23076923076923084
Perry,MS_Perry,17,2020-07-07,MS,0.0625
Perry,MS_Perry,15,2020-07-08,MS,-0.11764705882352945
Perry,MS_Perry,15,2020-07-09,MS,0.0
Perry,MS_Perry,14,2020-07-10,MS,-0.06666666666666665
Perry,MS_Perry,14,2020-07-11,MS,0.0
Perry,MS_Perry,16,2020-07-12,MS,0.1428571428571428
Perry,MS_Perry,18,2020-07-13,MS,0.125
Perry,MS_Perry,19,2020-07-14,MS,0.05555555555555558
Perry,MS_Perry,18,2020-07-15,MS,-0.05263157894736848
Perry,MS_Perry,18,2020-07-16,MS,0.0
