"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","11,396","64.40%","492","35.99%","11,888","62.36%"
"White","6,056","34.22%","858","62.77%","6,914","36.27%"
"Hispanic","168",".95%","10",".73%","178",".93%"
"Native American","27",".15%","4",".29%","31",".16%"
"Asian","44",".25%","1",".07%","45",".24%"
"Data Unavailable","5",".03%","2",".15%","7",".04%"
"TOTAL","17,696","100.00%","1,367","100.00%","19,063","100.00%"
