"RACE","MALE","% OF TOTAL MALE POPULATION","FEMALE","% OF TOTAL FEMALE POPULATION","NO. OF OFFENDERS","% OF TOTAL OFFENDERS"
"Black","12,702","65.44%","675","39.29%","13,377","63.31%"
"White","6,430","33.13%","1,016","59.14%","7,446","35.24%"
"Hispanic","193",".99%","21","1.22%","214","1.01%"
"Native American","27",".14%","3",".17%","30",".14%"
"Asian","52",".27%","1",".06%","53",".25%"
"Data Unavailable","6",".03%","2",".12%","8",".04%"
"TOTAL","19,410","100.00%","1,718","100.00%","21,128","100.00%"
