"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","2",".05%"
"0","0","0","0","1",".02%"
"211","34","0","0","2,743","64.86%"
"48","25","1","0","594","14.05%"
"0","0","0","0","8",".19%"
"14","10","1","0","346","8.18%"
"0","9","0","0","71","1.68%"
"0","12","0","0","111","2.62%"
"25","31","1","1","353","8.35%"
"298","121","3","1","4,229","100.00%"
