"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","46","1.67%"
"41","14","0","0","1,750","63.64%"
"1","0","0","0","24",".87%"
"26","10","0","0","884","32.15%"
"2","0","0","0","46","1.67%"
"70","24","0","0","2,750","100.00%"
