"","","","","","",""
"","PROB/ PAROLE","HOUSE 
ARREST","PRIVATES","REGIONALS","RESTITUTION 
CENTERS",""
"","$17,859,414","$5,009,370","$67,440,238","$47,236,350","$2,343,306","$244,961,998"
"","$0","$0","$9,842,908","$14,259,593","$42,610","$61,413,996"
"","$400,000","$150,000","$1,538,874","$1,573,599","$104,105","$7,879,337"
"","$192,144","$0","$0","$0","$74,285","$3,413,106"
"","$25,000","$0","$0","$0","$25,000","$1,370,311"
"","$23,400","$0","$0","$0","$23,250","$962,714"
"","$244,428","$182,623","$58,280","$96,257","$32,486","$1,022,523"
"","$786,208","$42,251","$111,759","$114,281","$7,561","$1,360,744"
"","$0","$0","$0","$0","$0","$22,844,218"
"","$0","$0","$0","$0","$254,298","$10,300,534"
"","$398,736","$166,235","$0","$0","$28,555","$1,721,612"
"","$0","$0","$0","$0","$57,374","$2,323,985"
"","$0","$0","$152,797","$156,244","$10,337","$727,739"
"","","","","","",""
"","$19,929,330
$5,550,479
$79,144,856
$63,436,324
$3,003,167
$360,302,818","","","","",""
