"13","1"
"15","3"
"16","29"
"17","89"
"18 - 19","532"
"20 - 29","3,679"
"30 - 39","2,418"
"40 - 49","1,478"
"50 - 59","393"
"60 - 69","52"
"70 - 79","10"
"OVER 80","1"
"Verification Pending","2"
