"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Aggravated Assault","","31.34",""
"Burglary","","28.80",""
"Homicide","","32.63",""
"Manslaughter","","30.77",""
"Property","","34.99",""
"Possession of Drugs","","33.19",""
"Robbery","","26.05",""
"Sale of Drugs","","32.32",""
"Sex Offense","","34.87",""
"Violent","","30.89",""
