"","","TOTAL","4,220","42.52"
"","","Number","","Percent"
"","Northern","3,308","","33.33"
"","Central","2,336","","23.54"
"TOTAL","","","",""
"","Southern","4,220","","42.52"
"","Verification Pending","61","",".61"
"","TOTAL","9,925","","100.00"
