"COUNTY","OFFENDERS","%"
"Adams","88","3.77"
"Lincoln","118","5.05"
"Amite","28","1.20"
"Madison","316","13.53"
"Claiborne","22",".94"
"Pike","227","9.72"
"Copiah","127","5.44"
"Rankin","449","19.22"
"Franklin","23",".98"
"Sharkey","14",".60"
"Hinds","581","24.87"
"Walthall","41","1.76"
"Holmes","41","1.76"
"Warren","155","6.64"
"Humphreys","28","1.20"
"Wilkinson","7",".30"
"Issaquena","1",".04"
"Yazoo","46","1.97"
"Jefferson","24","1.03"
"TOTAL","2,336","23.54"
