"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Aggravated Assault","","8.00",""
"Burglary","","5.22",""
"Homicide","","47.86",""
"Manslaughter","","14.85",""
"Property","","3.71",""
"Possession of Drugs","","5.24",""
"Robbery","","8.43",""
"Sale of Drugs","","7.36",""
"Sex Offense","","7.45",""
"Violent","","7.36",""
