"offense","count","percent_of_total"
"Drug","9,466","38.44%"
"Property","11,084","45.01%"
"Aggravated Assualt","996","4.04%"
"Violent","2,176","8.84%"
"Sex","902","3.66%"
"TOTAL","24,624","100.00%"
