"offense","count","percent_of_total"
"Drug","10523","37.92%"
"Property","12865","46.36%"
"Aggravated Assualt","1114","4.01%"
"Violent","2280","8.22%"
"Sex","968","3.49%"
"TOTAL","27750","100.00%"
