"offense","count","percent_of_total"
"Drug","11198","37.27%"
"Property","14260","47.47%"
"Aggravated Assualt","1226","4.08%"
"Violent","2184","7.27%"
"Sex","1174","3.91%"
"TOTAL","30042","100.00%"
