"offense","count","percent_of_total"
"Drug","11184","37.07%"
"Property","14365","47.61%"
"Aggravated Assualt","1238","4.10%"
"Violent","2181","7.23%"
"Sex","1202","3.98%"
"TOTAL","30170","100.00%"
