"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Homicide/Manslaughter","","38.30",""
"Sex Offense","","19.79",""
"Robbery","","16.51",""
"Violent","","12.92",""
"Sale of Drugs","","10.24",""
"Burglary","","8.62",""
"Possession of Drugs","","7.26",""
"Property","","5.51",""
