"","Northern County with highest number convictions","Lee","1,014"
"","Central County with highest number convictions","Hinds","1,418"
"","Southern County with highest number convictions","Harrison","2,001"
"RECAP","","",""
"","Northern County with lowest number convictions","Benton","73"
"","Central County with lowest number convictions","Issaquena","7"
"","Southern County with lowest number convictions","Kemper","44"
