"COUNTY","OFFENDERS","%"
"Adams","1",".92"
"Lincoln","5","4.59"
"Amite","7","6.42"
"Madison","21","19.27"
"Claiborne","0",".00"
"Pike","10","9.17"
"Copiah","0",".00"
"Rankin","35","32.11"
"Franklin","1",".92"
"Sharkey","1",".92"
"Hinds","16","14.68"
"Walthall","2","1.83"
"Holmes","0",".00"
"Warren","5","4.59"
"Humphreys","1",".92"
"Wilkinson","0",".00"
"Issaquena","0",".00"
"Yazoo","3","2.75"
"Jefferson","1",".92"
"TOTAL","109","27.25"
