"Certified Public Manager Program - Employee Training",""
"Certified Public Manager Program Participants","13"
"Basic Supervisory Program Participants","15"
"CPM Levels 1 thru 3 Participants","8"
"CPM Levels 4 thru 6 Participants","5"
"Completed Certified Supervisor Program","0"
"Completed Certified Public Manager Program","3"
