"JUN '02","JUN '01","JUN '00","JUN '99","JUN '98","TOTAL"
"5","14","11","8","3","84"
"6","15","19","14","3","81"
"5","11","10","5","0","51"
"3","3","3","2","0","39"
"1","0","0","0","0","2"
"1","7","13","15","2","50"
"2","4","2","2","0","26"
"5","10","10","7","0","49"
"409","605","543","411","150","3,968"
