"SWINE OPERATION",""
"Litters Weaned","1,008"
"Average Litter","8.28"
"Number Weaned","8,326"
"Number Feeder Hogs Marketed","6,198"
"Feeder Hogs Marketed","$ 617,661"
"Finishers Processed","1,369"
"Processed Weight of Cull Sows & Finishers","130,014"
"Non-Cash Value","$ 107,912"
"Raised Gilts into Breeding Herd","178"
"Current Inventory for Breeding, Farrowing, Fininshing and Nursery","4,372"
