"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","28.48",""
"Homicide/Manslaughter","","28.36",""
"Property","","34.58",""
"Possession of Drugs","","32.56",""
"Robbery","","25.47",""
"Sale of Drugs","","32.66",""
"Sex Offense","","35.47",""
"Violent","","29.69",""
