"","Northern County with highest number convictions","Lee","196"
"","Central County with highest number convictions","Hinds","172"
"","Southern County with highest number convictions","Harrison","434"
"RECAP","","",""
"","Northern County with lowest number convictions","Choctaw","6"
"","Central County with lowest number convictions","Wilkinson","2"
"","Southern County with lowest number convictions","Noxubee","4"
