"COUNTY","OFFENDERS","%"
"Adams","4","16.00"
"Lincoln","0",".00"
"Amite","0",".00"
"Madison","3","12.00"
"Claiborne","1","4.00"
"Pike","0",".00"
"Copiah","5","20.00"
"Rankin","2","8.00"
"Franklin","0",".00"
"Sharkey","0",".00"
"Hinds","4","16.00"
"Walthall","2","8.00"
"Holmes","0",".00"
"Warren","1","4.00"
"Humphreys","0",".00"
"Wilkinson","1","4.00"
"Issaquena","0",".00"
"Yazoo","1","4.00"
"Jefferson","1","4.00"
"TOTAL","25","20.49"
