"COUNTY","OFFENDERS","%"
"Adams","8","5.13"
"Lincoln","7","4.49"
"Amite","4","2.56"
"Madison","30","19.23"
"Claiborne","2","1.28"
"Pike","16","10.26"
"Copiah","4","2.56"
"Rankin","31","19.87"
"Franklin","1",".64"
"Sharkey","0",".00"
"Hinds","31","19.87"
"Walthall","3","1.92"
"Holmes","6","3.85"
"Warren","6","3.85"
"Humphreys","1",".64"
"Wilkinson","0",".00"
"Issaquena","0",".00"
"Yazoo","4","2.56"
"Jefferson","2","1.28"
"TOTAL","156","24.49"
