"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Sex Offense","","57.15",""
"Homicide/Manslaughter","","53.71",""
"Sale of Drugs","","53.94",""
"Property","","54.29",""
"Possession of Drugs","","53.65",""
"Violent","","54.61",""
"Burglary","","52.33",""
"Robbery","","49.66",""
