"KEMPER/NESHOBA REGIONAL CORRECTIONAL FACILITY","",""
"Program Area for Women Inmates","Enrollment Capacity","Program Length"
"Alcohol & Drug Treatment Program","50","6 Weeks"
"Computer Class","22","18 Weeks"
"Discipleship I","50","6 Months"
"Anger Management","50","12 Weeks"
"Parenting","50","12 Weeks"
"Basic Computer Skills","20","18 Weeks"
"Discipleship II—VIII","63","13 Weeks"
"General Educational Development","25","12 Weeks"
