"Northern County with highest number convictions","Desoto","895"
"Central County with highest number convictions","Hinds","1,357"
"Southern County with highest number convictions","Harrison","1,930"
"Northern County with lowest number convictions","Benton","43"
"Central County with lowest number convictions","Issaquena","8"
"Southern County with lowest number convictions","Kemper","45"
