"","","","Sex Offenders","","",""
"","","","County of Conviction","","",""
"","COUNTY","OFFENDERS","%","COUNTY","OFFENDERS","%"
"","Alcorn","0",".00","Montgomery","1",".79"
"","Attala","3","2.36","Panola","5","3.94"
"","Benton","0",".00","Pontotoc","5","3.94"
"","Bolivar","1",".79","Prentiss","5","3.94"
"","Calhoun","1",".79","Quitman","0",".00"
"","Carroll","6","4.72","Sunflower","5","3.94"
"","Chickasaw","3","2.36","Tallahatchie","0",".00"
"Northern","Choctaw","1",".79","Tate","6","4.72"
"Counties","","","","","",""
"","Coahoma","3","2.36","Tippah","5","3.94"
"","Desoto","13","10.24","Tishomingo","4","3.15"
"","Grenada","2","1.57","Tunica","0",".00"
"","Itawamba","0",".00","Union","6","4.72"
"","Lafayette","3","2.36","Washington","7","5.51"
"","Lee","12","9.45","Webster","3","2.36"
"","Leflore","3","2.36","Winston","5","3.94"
"","Marshall","6","4.72","Yalobusha","3","2.36"
"","Monroe","10","7.87","TOTAL","127","31.05"
