"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","53.08",""
"Homicide/Manslaughter","","55.59",""
"Property","","54.28",""
"Drug Possession","","53.70",""
"Robbery","","50.95",""
"Sale of Drugs","","53.76",""
"Sex Offense","","58.12",""
"Violent","","52.69",""
