"COUNTY","OFFENDERS","%"
"Adams","0",".00"
"Lincoln","10","9.43"
"Amite","0",".00"
"Madison","15","14.15"
"Claiborne","0",".00"
"Pike","11","10.38"
"Copiah","7","6.60"
"Rankin","23","21.70"
"Franklin","1",".94"
"Sharkey","1",".94"
"Hinds","19","17.92"
"Walthall","3","2.83"
"Holmes","5","4.72"
"Warren","5","4.72"
"Humphreys","4","3.77"
"Wilkinson","1",".94"
"Issaquena","0",".00"
"Yazoo","1",".94"
"Jefferson","0",".00"
"TOTAL","106","25.92"
