"","Northern County with highest number convictions","Lee","446"
"","Central County with highest number convictions","Hinds","497"
"","Southern County with highest number convictions","Harrison","919"
"RECAP","","",""
"","Northern County with lowest number convictions","Choctaw","21"
"","Central County with lowest number convictions","Issaquena","2"
"","Southern County with lowest number convictions","Kemper","23"
