"MARION/WALTHALL CORRECTIONAL FACILITY","",""
"Program Area","Enrollment Capacity","Program Length"
"Small Engine Class","6","6 Weeks"
"General Educational Development","24","4 to 5 Months"
"Substance Abuse Treatment Education","25","4 Months"
"Basic Computer Class","10","3 Months"
