"SWINE OPERATION",""
"Litters Weaned","702"
"Average Litter","7.84"
"Number Weaned","5,501"
"Number Feeder Hogs Marketed","6,661"
"Feeder Hogs Marketed","$ 635,489.99"
"Finishers Processed","714"
"Processed Weight of Cull Sows & Finishers","125,746"
"Non-Cash Value","$ 115,469.16"
"Raised Gilts into Breeding Herd","0"
"Current Inventory for Breeding, Farrowing, Fininshing and Nursery","567"
