"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","28.15",""
"Homicide/Manslaughter","","29.42",""
"Property","","34.68",""
"Possession of Drugs","","32.76",""
"Robbery","","25.36",""
"Sale of Drugs","","32.00",""
"Sex Offense","","33.41",""
"Violent","","30.92",""
