"COUNTY","JUN ‘10","JUN '09","JUN '08","JUN '07","JUN '06","JUN '05"
"Warren","21","4","6","6","18","18"
"Washington","27","39","46","32","61","66"
"Wayne","2","2","3","5","1","5"
"Webster","4","3","7","10","9","17"
"Wilkinson","5","2","3","3","0","1"
"Winston","9","4","2","1","2","2"
"Yalobusha","3","4","0","1","4","8"
"Yazoo","15","16","8","26","24","49"
"TOTALS","1,384","1,247","1,182","1,085","1,243","1,367"
