"JUN '04","JUN '03","JUN '02","JUN '01","JUN '00","TOTAL"
"10","10","5","14","11","89"
"4","8","6","15","19","90"
"6","6","5","11","10","49"
"9","2","3","3","3","46"
"0","1","1","0","0","3"
"2","0","1","7","13","46"
"7","3","2","4","2","30"
"4","2","5","10","10","54"
"409","401","409","605","543","4,454"
