"COUNTY","OFFENDERS","%"
"Adams","106","4.47"
"Lincoln","131","5.53"
"Amite","36","1.52"
"Madison","292","12.32"
"Claiborne","30","1.27"
"Pike","297","12.53"
"Copiah","114","4.81"
"Rankin","407","17.17"
"Franklin","25","1.05"
"Sharkey","10",".42"
"Hinds","497","20.97"
"Walthall","80","3.38"
"Holmes","51","2.15"
"Warren","174","7.34"
"Humphreys","26","1.10"
"Wilkinson","12",".51"
"Issaquena","2",".08"
"Yazoo","63","2.66"
"Jefferson","17",".72"
"TOTAL","2,370","22.97"
