"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.31",""
"Homicide/Manslaughter","","25.19",""
"Property","","3.73",""
"Possession of Drugs","","5.56",""
"Robbery","","8.57",""
"Sale of Drugs","","8.25",""
"Sex Offense","","7.16",""
"Violent","","6.39",""
