"JUN '04","JUN '03","JUN '02","JUN '01","JUN '00","TOTAL"
"12","13","15","26","22","161"
"70","52","89","102","91","675"
"2","2","1","6","2","31"
"21","7","15","6","7","106"
"0","2","3","9","0","28"
"1","6","19","15","12","73"
"5","3","9","12","1","50"
"36","38","20","7","10","249"
"1,326","1,263","1,424","1,212","1,033","13,766"
