"COUNTY","JUN ‘10","JUN '09","JUN '08","JUN '07","JUN '06","JUN '05"
"Warren","14","2","3","2","7","11"
"Washington","17","9","1","1","2","8"
"Wayne","1","2","2","3","0","3"
"Webster","6","3","1","6","7","3"
"Wilkinson","0","1","0","0","0","0"
"Winston","9","4","0","3","2","5"
"Yalobusha","5","1","1","2","0","3"
"Yazoo","9","3","2","3","3","3"
"TOTALS","733","312","214","234","202","390"
