"","","TOTAL","4,343","42.09"
"","","Number","","Percent"
"","Northern","3,560","","34.50"
"","Central","2,370","","22.97"
"TOTAL","","","",""
"","Southern","4,343","","42.09"
"","Verification Pending","45","",".44"
"","TOTAL","10,318","","100.00"
