"","Northern County with highest number convictions","Desoto","431"
"","Central County with highest number convictions","Hinds","476"
"","Southern County with highest number convictions","Harrison","915"
"RECAP","","",""
"","","Quitman,",""
"","Northern County with lowest number convictions","","19"
"","","Webster",""
"","Central County with lowest number convictions","Issaquena","3"
"","","Jeff Davis,",""
"","Southern County with lowest number convictions","Kemper,","16"
"","","Smith",""
