"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","6.11",""
"Homicide/Manslaughter","","26.08",""
"Property","","3.69",""
"Drug Possession","","5.37",""
"Robbery","","22.00",""
"Sale of Drugs","","8.50",""
"Sex Offense","","8.44",""
"Violent","","8.28",""
