"OFFENSE","AVERAGE SENTENCE LENGTH IN YEARS","",""
"Burglary","","5.86",""
"Homicide/Manslaughter","","28.15",""
"Property","","3.77",""
"Possession of Drugs","","5.45",""
"Robbery","","9.87",""
"Sale of Drugs","","7.69",""
"Sex Offense","","9.05",""
"Violent","","7.31",""
