"KEMPER/NESHOBA REGIONAL CORRECTIONAL FACILITY","",""
"Program Area for Men Inmates","Enrollment Capacity","Program Length"
"Alcohol & Drug Treatment Program","75","6 Weeks"
"Computer Class","22","18 Weeks"
"Discipleship I","75","6 Months"
"Life Skills","30","12 Weeks"
"Pre-Release Skills","30","12 Weeks"
"Fatherhood","75","12 Weeks"
"Basic Computer Skills","20","18 Weeks"
"Discipleship II—VIII","50","13 Weeks"
"General Educational Development","25","12 Weeks"
