"OFFENSE","AVERAGE AGE AT TIME OF OFFENSE","",""
"Burglary","","27.66",""
"Homicide/Manslaughter","","30.03",""
"Property","","34.51",""
"Possession of Drugs","","32.87",""
"Robbery","","25.92",""
"Sale of Drugs","","32.77",""
"Sex Offense","","34.71",""
"Violent","","31.13",""
