"TYPE OF OFFENDER,"OFFENDERS"
"Armed Robbery (Mandatory)","1,877"
"Lifers","1,783"
"Habitual Offenders","1,460"
"Habitual Lifers","300"
"Death Row","69"
"TOTAL","5,489"
