"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","5","1.03%"
"6","4","0","0","192","39.43%"
"1","1","0","0","7","1.44%"
"8","5","1","0","273","56.06%"
"0","0","0","0","10","2.05%"
"15","10","1","0","487","100.00%"
