"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","4","2.35%"
"1","7","0","0","52","30.59%"
"12","6","0","0","109","64.12%"
"0","1","0","0","4","2.35%"
"0","0","0","0","1",".59%"
"13","14","0","0","170","100.00%"
