"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","19","36.54%"
"0","1","0","0","20","38.46%"
"0","0","0","0","1","1.92%"
"0","0","0","0","5","9.62%"
"0","0","0","0","1","1.92%"
"0","0","0","0","2","3.85%"
"0","1","0","0","4","7.69%"
"0","2","0","0","52","100.00%"
