"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","2","0","0","52","8.13%"
"1","4","0","0","43","6.72%"
"17","25","0","0","250","39.06%"
"9","7","0","0","125","19.53%"
"0","0","0","0","17","2.66%"
"6","3","0","0","69","10.78%"
"0","0","0","0","44","6.88%"
"3","1","0","0","40","6.25%"
"36","42","0","0","640","100.00%"
