"FEMALES","","","","",""
"BLACK","WHITE","HISPANIC","OTHER","TOTAL","PERCENT"
"0","0","0","0","1","2.27%"
"0","0","0","0","8","18.18%"
"0","0","0","0","1","2.27%"
"0","0","0","0","1","2.27%"
"0","0","0","0","5","11.36%"
"0","0","0","0","3","6.82%"
"0","0","0","0","1","2.27%"
"0","0","0","0","8","18.18%"
"0","0","0","0","2","4.55%"
"0","0","0","0","8","18.18%"
"0","0","0","0","2","4.55%"
"0","0","0","0","4","9.09%"
"0","0","0","0","44","100.00%"
